meal_code,title,meal_kind,country,cuisine_family,cultural_specific,discovery_level,meal_contexts,diet_tags,components_json,seasoning_note,source_keys,evidence_level,auto_publish_policy,editorial_confidence,editorial_note,enabled,semantic_signature
TEE-MEAL-152,"Poisson au curcuma, pommes de terre et épinards · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson au curcuma"",""role"":""protein"",""grams"":150,""lookup_terms"":[""poisson cuit"",""cabillaud cuit""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]","gingembre, ail et citron","[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein:poisson_au_curcuma|starch:pommes_de_terre|vegetable:epinards
TEE-MEAL-153,"Tofu, pommes de terre et chou-fleur · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Tofu"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""tofu nature""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Chou-fleur"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou fleur cuit""]}]",curry doux et gingembre,"[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein_plant:tofu|starch:pommes_de_terre|vegetable:chou_fleur
TEE-MEAL-154,"Lentilles corail, pommes de terre et aubergines · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Lentilles corail"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""lentille corail cuite"",""lentille cuite""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Aubergines"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""aubergine cuite""]}]","cumin, curcuma et coriandre","[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein_plant:lentilles_corail|starch:pommes_de_terre|vegetable:aubergines
TEE-MEAL-155,"Pois chiches, pommes de terre et haricots verts · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Pois chiches"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""pois chiche cuit""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Haricots verts"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""haricot vert cuit""]}]",tomate et garam masala doux,"[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein_plant:pois_chiches|starch:pommes_de_terre|vegetable:haricots_verts
TEE-MEAL-156,"Poulet au curry doux, boulgour et chou-fleur · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet au curry doux"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Boulgour"",""role"":""starch"",""grams"":170,""lookup_terms"":[""boulgour cuit""]},{""name"":""Chou-fleur"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou fleur cuit""]}]","gingembre, ail et citron","[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein:poulet_au_curry_doux|starch:boulgour|vegetable:chou_fleur
TEE-MEAL-157,"Poisson au curcuma, boulgour et aubergines · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson au curcuma"",""role"":""protein"",""grams"":150,""lookup_terms"":[""poisson cuit"",""cabillaud cuit""]},{""name"":""Boulgour"",""role"":""starch"",""grams"":170,""lookup_terms"":[""boulgour cuit""]},{""name"":""Aubergines"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""aubergine cuite""]}]",curry doux et gingembre,"[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein:poisson_au_curcuma|starch:boulgour|vegetable:aubergines
TEE-MEAL-158,"Tofu, boulgour et haricots verts · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Tofu"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""tofu nature""]},{""name"":""Boulgour"",""role"":""starch"",""grams"":170,""lookup_terms"":[""boulgour cuit""]},{""name"":""Haricots verts"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""haricot vert cuit""]}]","cumin, curcuma et coriandre","[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein_plant:tofu|starch:boulgour|vegetable:haricots_verts
TEE-MEAL-159,"Lentilles corail, boulgour et épinards · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Lentilles corail"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""lentille corail cuite"",""lentille cuite""]},{""name"":""Boulgour"",""role"":""starch"",""grams"":170,""lookup_terms"":[""boulgour cuit""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]",tomate et garam masala doux,"[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein_plant:lentilles_corail|starch:boulgour|vegetable:epinards
TEE-MEAL-160,"Pois chiches, boulgour et chou-fleur · inspiration indienne",composed_plate,,indian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Pois chiches"",""role"":""protein_plant"",""grams"":160,""lookup_terms"":[""pois chiche cuit""]},{""name"":""Boulgour"",""role"":""starch"",""grams"":170,""lookup_terms"":[""boulgour cuit""]},{""name"":""Chou-fleur"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou fleur cuit""]}]","gingembre, ail et citron","[""OLDWAYS_WORLD"",""PNNS_PANTRY"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,indian_inspired|protein_plant:pois_chiches|starch:boulgour|vegetable:chou_fleur
TEE-MEAL-161,"Poulet au gingembre, riz et brocoli · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet au gingembre"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Brocoli"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""brocoli cuit""]}]","gingembre, ail et sauce soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:poulet_au_gingembre|starch:riz|vegetable:brocoli
TEE-MEAL-162,"Saumon, riz et chou · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Saumon"",""role"":""protein"",""grams"":150,""lookup_terms"":[""saumon cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","sésame, gingembre et ciboule","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:saumon|starch:riz|vegetable:chou
TEE-MEAL-163,"Crevettes, riz et champignons · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Crevettes"",""role"":""protein"",""grams"":140,""lookup_terms"":[""crevette cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Champignons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""champignon cuit""]}]",miso doux et gingembre,"[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:crevettes|starch:riz|vegetable:champignons
TEE-MEAL-164,"Tofu, riz et épinards · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Tofu"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""tofu nature""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]","ail, citron et soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein_plant:tofu|starch:riz|vegetable:epinards
TEE-MEAL-165,"Œufs, riz et brocoli · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Brocoli"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""brocoli cuit""]}]","gingembre, ail et sauce soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:ufs|starch:riz|vegetable:brocoli
TEE-MEAL-166,"Poulet au gingembre, nouilles de blé et champignons · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet au gingembre"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Nouilles de blé"",""role"":""starch"",""grams"":180,""lookup_terms"":[""nouilles asiatiques cuites"",""pâtes alimentaires cuites""]},{""name"":""Champignons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""champignon cuit""]}]","sésame, gingembre et ciboule","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:poulet_au_gingembre|starch:nouilles_de_ble|vegetable:champignons
TEE-MEAL-167,"Saumon, nouilles de blé et épinards · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Saumon"",""role"":""protein"",""grams"":150,""lookup_terms"":[""saumon cuit""]},{""name"":""Nouilles de blé"",""role"":""starch"",""grams"":180,""lookup_terms"":[""nouilles asiatiques cuites"",""pâtes alimentaires cuites""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]",miso doux et gingembre,"[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:saumon|starch:nouilles_de_ble|vegetable:epinards
TEE-MEAL-168,"Crevettes, nouilles de blé et brocoli · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Crevettes"",""role"":""protein"",""grams"":140,""lookup_terms"":[""crevette cuite""]},{""name"":""Nouilles de blé"",""role"":""starch"",""grams"":180,""lookup_terms"":[""nouilles asiatiques cuites"",""pâtes alimentaires cuites""]},{""name"":""Brocoli"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""brocoli cuit""]}]","ail, citron et soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:crevettes|starch:nouilles_de_ble|vegetable:brocoli
TEE-MEAL-169,"Tofu, nouilles de blé et chou · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Tofu"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""tofu nature""]},{""name"":""Nouilles de blé"",""role"":""starch"",""grams"":180,""lookup_terms"":[""nouilles asiatiques cuites"",""pâtes alimentaires cuites""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","gingembre, ail et sauce soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein_plant:tofu|starch:nouilles_de_ble|vegetable:chou
TEE-MEAL-170,"Œufs, nouilles de blé et champignons · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Nouilles de blé"",""role"":""starch"",""grams"":180,""lookup_terms"":[""nouilles asiatiques cuites"",""pâtes alimentaires cuites""]},{""name"":""Champignons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""champignon cuit""]}]","sésame, gingembre et ciboule","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:ufs|starch:nouilles_de_ble|vegetable:champignons
TEE-MEAL-171,"Poulet au gingembre, sarrasin et brocoli · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet au gingembre"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Sarrasin"",""role"":""starch"",""grams"":170,""lookup_terms"":[""sarrasin cuit""]},{""name"":""Brocoli"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""brocoli cuit""]}]",miso doux et gingembre,"[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:poulet_au_gingembre|starch:sarrasin|vegetable:brocoli
TEE-MEAL-172,"Saumon, sarrasin et chou · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Saumon"",""role"":""protein"",""grams"":150,""lookup_terms"":[""saumon cuit""]},{""name"":""Sarrasin"",""role"":""starch"",""grams"":170,""lookup_terms"":[""sarrasin cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","ail, citron et soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:saumon|starch:sarrasin|vegetable:chou
TEE-MEAL-173,"Crevettes, sarrasin et champignons · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Crevettes"",""role"":""protein"",""grams"":140,""lookup_terms"":[""crevette cuite""]},{""name"":""Sarrasin"",""role"":""starch"",""grams"":170,""lookup_terms"":[""sarrasin cuit""]},{""name"":""Champignons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""champignon cuit""]}]","gingembre, ail et sauce soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:crevettes|starch:sarrasin|vegetable:champignons
TEE-MEAL-174,"Tofu, sarrasin et épinards · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Tofu"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""tofu nature""]},{""name"":""Sarrasin"",""role"":""starch"",""grams"":170,""lookup_terms"":[""sarrasin cuit""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]","sésame, gingembre et ciboule","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein_plant:tofu|starch:sarrasin|vegetable:epinards
TEE-MEAL-175,"Œufs, sarrasin et brocoli · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Sarrasin"",""role"":""starch"",""grams"":170,""lookup_terms"":[""sarrasin cuit""]},{""name"":""Brocoli"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""brocoli cuit""]}]",miso doux et gingembre,"[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:ufs|starch:sarrasin|vegetable:brocoli
TEE-MEAL-176,"Poulet au gingembre, pommes de terre et champignons · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet au gingembre"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Champignons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""champignon cuit""]}]","ail, citron et soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:poulet_au_gingembre|starch:pommes_de_terre|vegetable:champignons
TEE-MEAL-177,"Saumon, pommes de terre et épinards · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Saumon"",""role"":""protein"",""grams"":150,""lookup_terms"":[""saumon cuit""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Épinards"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""épinard cuit""]}]","gingembre, ail et sauce soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:saumon|starch:pommes_de_terre|vegetable:epinards
TEE-MEAL-178,"Crevettes, pommes de terre et brocoli · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Crevettes"",""role"":""protein"",""grams"":140,""lookup_terms"":[""crevette cuite""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Brocoli"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""brocoli cuit""]}]","sésame, gingembre et ciboule","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:crevettes|starch:pommes_de_terre|vegetable:brocoli
TEE-MEAL-179,"Tofu, pommes de terre et chou · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Tofu"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""tofu nature""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]",miso doux et gingembre,"[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein_plant:tofu|starch:pommes_de_terre|vegetable:chou
TEE-MEAL-180,"Œufs, pommes de terre et champignons · inspiration est-asiatique",composed_plate,,east_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Pommes de terre"",""role"":""starch"",""grams"":190,""lookup_terms"":[""pomme de terre cuite""]},{""name"":""Champignons"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""champignon cuit""]}]","ail, citron et soja légère","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,east_asian_inspired|protein:ufs|starch:pommes_de_terre|vegetable:champignons
TEE-MEAL-181,"Poulet citronnelle, riz et chou · inspiration sud-est asiatique",composed_plate,,southeast_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poulet citronnelle"",""role"":""protein"",""grams"":140,""lookup_terms"":[""poulet viande cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","citron vert, gingembre et coriandre","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,southeast_asian_inspired|protein:poulet_citronnelle|starch:riz|vegetable:chou
TEE-MEAL-182,"Poisson citron vert, riz et carottes · inspiration sud-est asiatique",composed_plate,,southeast_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Poisson citron vert"",""role"":""protein"",""grams"":150,""lookup_terms"":[""poisson cuit"",""cabillaud cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Carottes"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""carotte cuite""]}]",curry doux et citron vert,"[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,southeast_asian_inspired|protein:poisson_citron_vert|starch:riz|vegetable:carottes
TEE-MEAL-183,"Crevettes, riz et brocoli · inspiration sud-est asiatique",composed_plate,,southeast_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Crevettes"",""role"":""protein"",""grams"":140,""lookup_terms"":[""crevette cuite""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Brocoli"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""brocoli cuit""]}]","ail, basilic et gingembre","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,southeast_asian_inspired|protein:crevettes|starch:riz|vegetable:brocoli
TEE-MEAL-184,"Tofu, riz et haricots verts · inspiration sud-est asiatique",composed_plate,,southeast_asian_inspired,False,0,"[""lunch"",""dinner""]","[""vegetarian""]","[{""name"":""Tofu"",""role"":""protein_plant"",""grams"":150,""lookup_terms"":[""tofu nature""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Haricots verts"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""haricot vert cuit""]}]",citronnelle et gingembre,"[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,southeast_asian_inspired|protein_plant:tofu|starch:riz|vegetable:haricots_verts
TEE-MEAL-185,"Œufs, riz et chou · inspiration sud-est asiatique",composed_plate,,southeast_asian_inspired,False,0,"[""lunch"",""dinner""]",[],"[{""name"":""Œufs"",""role"":""protein"",""grams"":120,""lookup_terms"":[""oeuf cuit""]},{""name"":""Riz"",""role"":""starch"",""grams"":180,""lookup_terms"":[""riz cuit""]},{""name"":""Chou"",""role"":""vegetable"",""grams"":180,""lookup_terms"":[""chou cuit""]}]","citron vert, gingembre et coriandre","[""OLDWAYS_WORLD"",""PNNS_PLATE"",""CIQUAL""]",tee_curated_whitelist,safe_plate,0.92,Assiette TEE construite sur une matrice culinaire validée; publication seulement après résolution CIQUAL forte de chaque composant.,True,southeast_asian_inspired|protein:ufs|starch:riz|vegetable:chou
